Date,Source,Headline,Lead Paragraph,URL
2020-12-09,The New York Times,How Bad Was Virus Aid Fraud? One Banker Was ‘Frustrated With Humanity’,Chris Hurn wasn’t surprised scammers were trying to get government money. An enormous relief effort like the $523 billion Paycheck Protection Program is bound to attract grifters.,https://www.nytimes.com/2020/12/09/business/ppp-fraud-paycheck-protection-program.html
2020-12-09,The New York Times,"When youth hockey is suspended, it takes with it ‘a way of life.’","In New Jersey and in many suburban towns across the Northeast, youth hockey is an all-consuming ritual of the cold weather months. Players and their families devote nights and weekends and routinely drive hundreds of miles to compete in multiday tournaments.",https://www.nytimes.com/2020/12/09/world/when-youth-hockey-is-suspended-it-takes-with-it-a-way-of-life.html
2020-12-09,The New York Times,"Terry McAuliffe, former Virginia governor, will begin a bid for his old job.","Terry McAuliffe, the former governor of Virginia, will enter the contest for his old job on Wednesday, according to a person familiar with his plans, joining an already crowded Democratic primary that is likely to serve as a harbinger of the party’s future.",https://www.nytimes.com/2020/12/08/us/politics/terry-mcauliffe-former-virginia-governor-will-begin-a-bid-for-his-old-job.html
2020-12-09,The New York Times,"He broke out of quarantine for 8 seconds, and it cost him a $3,550 fine.","One man left the house after an argument with his wife and walked 280 miles to cool off, breaching Italy’s national curfew.",https://www.nytimes.com/2020/12/09/world/he-broke-out-of-quarantine-for-8-seconds-and-it-cost-him-a-3550-fine.html
2020-12-09,The New York Times,"Scientists are monitoring New York’s sewers, hoping to identify coronavirus clusters.","New York City’s sewers, whose lore has spawned films, children’s books and fantastical tales of alligator infestation, have now seized a role in the pandemic: Scientists are tracking outbreaks by monitoring the smelly, gray effluent that flows through underground pipes in hopes of identifying coronavirus clusters days before they appear through patient testing.",https://www.nytimes.com/2020/12/09/world/scientists-are-monitoring-new-yorks-sewers-hoping-to-identify-coronavirus-clusters.html
2020-12-09,The New York Times,Boris Johnson Fails to Break Brexit Deadlock in Brussels Talks,"LONDON — Britain and the European Union on Wednesday failed to break the deadlock in critical negotiations about a post-Brexit trade deal and, with wide divisions remaining between them, set a new deadline for Sunday to reach a decision on the future of the talks.",https://www.nytimes.com/2020/12/09/world/europe/boris-johnson-brussels-brexit.html
2020-12-09,The New York Times,"In Russia, vaccines are free. But public distrust is high.","Russia has made its coronavirus vaccine available for free in recent days to teachers, medical workers and social-service employees younger than 61 in Moscow. But a lack of trust is hobbling Russia’s rollout: the country’s scientists may well have made great strides in battling the pandemic, but many Russians are not ready to believe it.",https://www.nytimes.com/2020/12/09/world/in-russia-vaccines-are-free-but-public-distrust-is-high.html
2020-12-09,The New York Times,"Even in Defeat, Trump Tightens Grip on State G.O.P. Lawmakers","Last week, allies of President Trump accused Republican leaders in Pennsylvania of being “cowards” and “liars” and of letting America down.",https://www.nytimes.com/2020/12/09/us/politics/trump-pennsylvania-electoral-college.html
2020-12-09,The New York Times,France Takes On Islamist Extremism With New Bill,"PARIS — The French government, determined to combat an ideology it views as “the enemy of the Republic,” on Wednesday unveiled draft legislation to combat radical Islamism, calling the measure “a law of freedom” essential to peaceful coexistence in French society.",https://www.nytimes.com/2020/12/09/world/europe/france-islamist-extremism-bill.html
2020-12-09,The New York Times,Disney to Reveal Plans to Turbocharge Streaming Offerings,"LOS ANGELES — A significant expansion of the “Star Wars” universe. Tom Hanks as Geppetto in a live-action “Pinocchio,” and Yara Shahidi as Tinker Bell in a live-action “Peter Pan & Wendy.” Footage from new Marvel projects. A star-studded prequel to “The Lion King.”",https://www.nytimes.com/2020/12/09/business/media/disney-plus-new-movies.html
2020-12-09,The New York Times,"‘On Social Media, There Are Thousands’: In Cuba, Internet Fuels Rare Protests","HAVANA — In another era, the detention of a young Cuban dissident may have gone completely unnoticed. But when the rapper Denis Solís was arrested by the police, he did something that has only recently become possible on the island: He filmed the encounter on his cellphone and streamed it live on Facebook.",https://www.nytimes.com/2020/12/09/world/americas/cuba-protest-san-isidro.html
2020-12-09,The New York Times,Amazon Halo Review: The Fitness Gadget We Don’t Deserve or Need,"Many of us are in the same boat these days. With the coronavirus killing more people by the day, we are increasingly stress-eating and drinking more alcohol. At the same time, with gyms shut down, we are sitting around more and glued to screens.",https://www.nytimes.com/2020/12/09/technology/personaltech/amazon-halo-review.html
2020-12-09,The New York Times,Children’s hospitals are pitching in to help with the flood of adult Covid-19 patients.,"With a rising tide of Covid-19 patients threatening to overwhelm hospitals, public health officials across the United States are reaching for a safety valve that the Northeast used in the spring: borrowing beds in children’s hospitals to care for adults.",https://www.nytimes.com/2020/12/09/us/childrens-hospitals-are-pitching-in-to-help-with-the-flood-of-adult-covid-19-patients.html
2020-12-09,The New York Times,Some Los Angeles County officials who oppose restaurant restrictions are forming their own health departments.,"Until late last month, outdoor dining — no masks required — was the closest thing to pre-pandemic normal for the 10 million residents of Los Angeles County. But amid a record-busting surge in hospitalizations and cases of the coronavirus, the county’s health department recently said outdoor dining must come to a complete halt for the first time since May.",https://www.nytimes.com/2020/12/09/world/some-los-angeles-county-officials-who-oppose-restaurant-restrictions-are-forming-their-own-health-departments.html
2020-12-09,The New York Times,DoorDash Soars in First Day of Trading,SAN FRANCISCO — Wall Street loves a pandemic winner.,https://www.nytimes.com/2020/12/09/technology/doordash-ipo-stock.html
2020-12-09,The New York Times,"‘Nothing to do with genes’: Racial gaps in pandemic stem from social inequities, studies find.","When Dr. Gbenga Ogedegbe began to research coronavirus infections among Black and Hispanic patients, he thought he knew what he would find. Infected Black and Hispanic patients would be more likely to be hospitalized, compared with white patients, and more likely to die.",https://www.nytimes.com/2020/12/09/world/nothing-to-do-with-genes-racial-gaps-in-pandemic-stem-from-social-inequities-studies-find.html
2020-12-09,The New York Times,A cruise ship returns to Singapore early after a passenger tests positive.,"Update: The passenger whose positive coronavirus test forced the cruise ship to dock did not actually have the virus, officials said. He has since tested negative several times.",https://www.nytimes.com/2020/12/09/world/a-cruise-ship-returns-to-singapore-early-after-a-passenger-tests-positive.html
2020-12-09,The New York Times,Canada Approves Vaccine and Could Start Shots Next Week,"OTTAWA — Canada on Wednesday become only the second Western country to approve a coronavirus vaccine, a week after Britain did so and a day before U.S. regulators will meet to consider taking that step, opening the possibility that Canadians will start being inoculated next week.",https://www.nytimes.com/2020/12/09/world/americas/canada-vaccine-approve.html
2020-12-09,The New York Times,Iran Claims Arrests in Killing of Top Nuclear Scientist,"The Iranian authorities have detained a number of people accused of involvement in the assassination of the country’s top nuclear scientist last month near Tehran, a parliamentary adviser told an Iranian state-run broadcaster on Wednesday.",https://www.nytimes.com/2020/12/09/world/middleeast/iran-mohsen-fakhrizadeh-arrests.html
2020-12-09,The New York Times,The Nation Reached ‘Safe Harbor.’ Here’s What That Means.,"Joseph R. Biden Jr. has already won the presidential election, but on Tuesday he moved one step closer to the White House.",https://www.nytimes.com/2020/12/08/us/politics/election-safe-harbor-deadline.html
2020-12-09,The New York Times,The U.K. says people with severe allergies should not take the Pfizer-BioNTech vaccine while two reactions are under investigation.,"Thousands of Britons received the first clinically authorized, fully tested coronavirus vaccine on Tuesday, with people reporting minimal side effects.",https://www.nytimes.com/2020/12/09/world/the-uk-says-people-with-severe-allergies-should-not-take-the-pfizer-biontech-vaccine-while-two-reactions-are-under-investigation.html
2020-12-09,The New York Times,"For Canadians Held in China, Two Years of Isolation and Uncertainty","For two years, the Canadian men have been held in separate prisons in northern China, largely cut off from the rest of the world. They have been accused of espionage, without evidence, and forced to go months without visits from diplomats. They have waited as their cases have meandered through China’s opaque legal system, despite calls around the world for their release.",https://www.nytimes.com/2020/12/09/world/asia/china-canada-michael-kovrig-spavor.html
2020-12-09,The New York Times,"Chinese Covid-19 Vaccine Gets Key Push, but Doubts Swirl","The United Arab Emirates issued the first government approval of a Chinese coronavirus vaccine on Wednesday, citing preliminary data showing that it was 86 percent effective, a move that could bring Chinese vaccines a step closer to widespread use.",https://www.nytimes.com/2020/12/09/business/china-coronavirus-vaccine-united-arab-emirates.html
2020-12-09,The New York Times,YouTube is forbidding videos claiming widespread election fraud.,"YouTube on Wednesday announced changes to how it handles videos about the 2020 presidential election, saying it would remove new videos that mislead people by claiming that widespread fraud or errors influenced the outcome of the election.",https://www.nytimes.com/2020/12/09/technology/youtube-is-forbidding-videos-claiming-widespread-election-fraud.html
2020-12-09,The New York Times,"In wary communities, children are left without playmates and parents are concerned.","Alice McGraw, 2 years old, was walking with her parents in Lake Tahoe this summer when another family appeared, heading in their direction. The little girl stopped.",https://www.nytimes.com/2020/12/09/world/in-wary-communities-children-are-left-without-playmates-and-parents-are-concerned.html
2020-12-09,The New York Times,Pandemic Closures Devastate Restaurant Industry’s Middle Class,On the day in September when he was hired as a cook at Fulton Market Kitchen — a restaurant in Chicago featuring shrimp and grits and miso-glazed halibut — Jeff Danaher asked the chef about his plans for the winter.,https://www.nytimes.com/2020/12/09/business/pandemic-restaurant-middle-class.html
2020-12-09,The New York Times,Uber rids itself of another expensive project: flying cars.,"Uber is handing its flying car project, Uber Elevate, to the air taxi start-up Joby Aviation, the two companies said on Tuesday. Uber will also invest $75 million in Joby’s effort to build a flying taxi, while agreeing to become partners with the start-up when the flying car reaches the market, reports Cade Metz for The New York Times.",https://www.nytimes.com/2020/12/09/business/uber-rids-itself-of-another-expensive-project-flying-cars.html
2020-12-09,The New York Times,The U.S. will initially hold back half the first vaccine supply.,A top federal vaccine official said Wednesday that 2.9 million doses of Pfizer’s Covid-19 vaccine will be shipped around the country in the first week after it is authorized by the Food and Drug Administration — half of the initial shipment from Pfizer.,https://www.nytimes.com/2020/12/09/world/the-us-will-initially-hold-back-half-the-first-vaccine-supply.html
2020-12-09,The New York Times,"Britain’s Ports Are Jammed, and Brexit Is Around the Corner","LONDON — With just 23 days until Britain’s exit from the European Union truly begins, the country got a taste of the havoc that trade disruption could bring. Honda shut down production on Wednesday at its biggest plant in Europe, where more than 3,000 people assemble Civics, showcasing the severity of the congestion and delays that have gripped Britain’s ports.",https://www.nytimes.com/2020/12/09/business/britain-ports-brexit.html
2020-12-09,The New York Times,Fleeing Ethiopians Tell of Ethnic Massacres in Tigray War,"HAMDAYET, Sudan — The armed men who stopped Ashenafi Hailu along the dirt road dragged him by a noose so they could save bullets.",https://www.nytimes.com/2020/12/09/world/africa/ethiopia-tigray-sudan.html
2020-12-09,The New York Times,She Accused the Mayor of Sexual Assault. Then the Town Turned on Her.,A Japanese councilor who accused a mayor of sexual assault has been voted out of office by residents after colleagues argued that she had damaged the town’s reputation.,https://www.nytimes.com/2020/12/09/world/asia/japan-kusatsu-mayor-assault.html
2020-12-09,The New York Times,U.S. and States Say Facebook Illegally Crushed Competition,"WASHINGTON — The Federal Trade Commission and more than 40 states accused Facebook on Wednesday of buying up its rivals to illegally squash competition, and they called for the deals to be unwound, escalating regulators’ battle against the biggest tech companies in a way that could remake the social media industry.",https://www.nytimes.com/2020/12/09/technology/facebook-antitrust-monopoly.html
2020-12-09,The New York Times,"As Trump Rails Against Loss, His Supporters Become More Threatening","With a key deadline passing Tuesday that all but ends his legal challenges to the election, President Trump’s frenzied campaign to overturn the results has reached an inflection point: Certified slates of electors to the Electoral College are now protected by law, and any chance that a state might appoint a different slate that is favorable to Mr. Trump is essentially gone.",https://www.nytimes.com/2020/12/08/us/politics/trump-election-challenges.html
2020-12-09,The New York Times,Trump appointee sidelines V.O.A. director before Biden takes office.,"The acting director of Voice of America was reassigned on Tuesday, as part of what is most likely a broader bid to install loyalists for President Trump at the news outlet before the Biden administration takes over, two people familiar with the decision said.",https://www.nytimes.com/2020/12/08/us/politics/trump-appointee-sidelines-voa-director-before-biden-takes-office.html
2020-12-09,The New York Times,Twitch Cracks Down on Hate Speech and Harassment,"Twitch, the livestreaming platform popular among video game players, unveiled new guidelines on Wednesday aimed at cracking down on hateful conduct and sexual harassment on its site.",https://www.nytimes.com/2020/12/09/technology/twitch-harassment-policy.html
2020-12-09,The New York Times,Spain’s Juan Carlos Makes a Big Tax Payment Amid New Financial Probe,"MADRID — King Juan Carlos, Spain’s former monarch, has paid about $820,000 in back taxes, his lawyer said on Wednesday, amid an investigation by prosecutors into whether he and other members of the royal family used bank accounts in other people’s names to hide assets from the tax authorities",https://www.nytimes.com/2020/12/09/world/europe/juan-carlos-spain-taxes.html
2020-12-09,The New York Times,Google Chief Apologizes for A.I. Researcher’s Dismissal,"Sundar Pichai, chief executive of Google’s parent company Alphabet, apologized for the departure of a prominent artificial intelligence researcher, whose exit has roiled the company’s work force and raised questions about its stated commitment to diversity and the responsible development of A.I. technology.",https://www.nytimes.com/2020/12/09/technology/timnit-gebru-google-pichai.html
2020-12-09,The New York Times,"How to End This Pandemic, and Prepare for the Next One","The Food and Drug Administration will hold a hearing this week to determine whether to grant emergency authorization to a coronavirus vaccine developed by Pfizer and BioNTech. The vaccine, which the companies claim is 95 percent effective, is one of two that could be ready for injections in the United States before the end of this year. The other, by Moderna, will be considered by the regulator for emergency approval next week. In early trials, the vaccine appeared to prevent the development of Covid-19 in around 94 percent of recipients.",https://www.nytimes.com/2020/12/09/business/dealbook/covid-vaccine-policy-debate.html
2020-12-09,The New York Times,We’ve Reached ‘Safe Harbor’,"The Supreme Court shoots down a Republican challenge in Pennsylvania as states pass a critical deadline. It’s Wednesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/12/09/us/politics/supreme-court-challenge-congress-stimulus.html
2020-12-10,The New York Times,"Chinese Embassy retweets Trump’s false claims of election fraud, then backtracks.",The Twitter account of the Chinese Embassy in the United States on Wednesday shared a post by President Trump falsely claiming that the Democrats “cheated” in the election and that the results should be overturned — only to undo the retweet hours later and claim that its account had been hacked.,https://www.nytimes.com/2020/12/10/us/chinese-embassy-retweets-trumps-false-claims-of-election-fraud-then-backtracks.html
2020-12-10,The New York Times,"Smarter Traffic Lights, Calmer Commuters","How often have you cursed out a traffic light that took forever to change? Or the lights on a long stretch of road made you stop at every cross street, just when you felt you might actually make it to work on time? Take heart: Less painful commutes may be ahead, with advanced electronic control systems that apply artificial intelligence to the task of keeping traffic moving.",https://www.nytimes.com/2020/12/10/business/smart-traffic-lights.html
2020-12-10,The New York Times,Who Wants to Undo Facebook?,"The Federal Trade Commission and more than 40 states sued Facebook yesterday, saying its acquisitions of Instagram and WhatsApp unfairly eliminated competition. They called for Facebook to be split apart and restricted in making future deals, “some of the most severe penalties regulators can demand,” write The Times’s Cecilia Kang and Mike Isaac.",https://www.nytimes.com/2020/12/10/business/dealbook/facebook-undo-lawsuits.html
2020-12-10,The New York Times,An Unwelcome Silent Night: Germany Without Christmas Markets,BERLIN — Germany this December doesn’t feel right.,https://www.nytimes.com/2020/12/10/world/europe/germany-christmas-markets-coronavirus.html
2020-12-10,The New York Times,"As Trump disputes election results, Republicans target voting by mail.",Republicans are shifting their focus from legal challenges to overturn election results in battleground states to efforts that would limit or undermine the future use of the vote-by-mail ballots that so infuriated President Trump.,https://www.nytimes.com/2020/12/10/us/as-trump-disputes-election-results-republicans-target-voting-by-mail.html
2020-12-10,The New York Times,U.S. sets record for daily deaths as hospitals nationwide near or exceed capacity.,The onslaught has been relentless.,https://www.nytimes.com/2020/12/10/world/us-sets-record-for-daily-deaths-as-hospitals-nationwide-near-or-exceed-capacity.html
2020-12-10,The New York Times,Afghan Journalist Is Killed in Latest Attack on Media Figures,"JALALABAD, Afghanistan — An Afghan journalist was killed on her way to work on Thursday, marking the third fatal attack on a well-known media personality in just over a month and sowing fear in a community that came of age reporting on a country at war for decades.",https://www.nytimes.com/2020/12/10/world/asia/afghanistan-journalist-malalai-maiwand.html
2020-12-10,The New York Times,"No, there isn’t evidence that Pfizer’s vaccine causes infertility.","Social media platforms were flooded this week with concerns about an alarming headline purporting that the Pfizer-BioNTech coronavirus vaccine, which is expected to be cleared for emergency use this week, could cause infertility in women. But experts say these claims are baseless.",https://www.nytimes.com/2020/12/10/technology/pfizer-vaccine-infertility-disinformation.html
2020-12-10,The New York Times,Boris Johnson Once Mocked the Eurocrats of Brussels. They Haven’t Forgotten.,"LONDON — Three decades ago, an enterprising young foreign correspondent named Boris Johnson reported that the European Commission planned to blow up Berlaymont, its hulking, asbestos-riddled headquarters in Brussels. “Sappers will lay explosive charges at key points,” he wrote in The Daily Telegraph.",https://www.nytimes.com/2020/12/10/world/europe/boris-johnson-brussels-trade-brexit.html
2020-12-10,The New York Times,General Electric will pay $200 million to settle claims it misled investors.,"General Electric will pay $200 million to settle charges that it failed to disclose important information to investors in its power and insurance businesses, the Securities and Exchange Commission said Wednesday.",https://www.nytimes.com/2020/12/09/business/general-electric-will-pay-200-million-to-settle-claims-it-misled-investors.html
2020-12-10,The New York Times,Antitrust Suits and a Hail Mary,"Facebook is hit with separate antitrust suits, while Republican state attorneys general file a legal Hail Mary to delay the election certification. It’s Thursday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday.",https://www.nytimes.com/2020/12/10/us/politics/antitrust-suits-and-a-hail-mary.html
2020-12-10,The New York Times,Airlines Gear Up to Transport Vaccines That Could Revive Travel,"Months before anyone knew which of the coronavirus vaccine candidates would pull ahead or when they’d be available, airlines were trying to figure out how to transport doses around the world.",https://www.nytimes.com/2020/12/10/business/airlines-vaccines-coronavirus.html
2020-12-10,The New York Times,How Washington and Silicon Valley Agree to Disagree on Taming Big Tech,"Silicon Valley’s most successful companies have moved fast and amassed millions — and in some cases, billions — of users, while governments have slowly caught on to how these new digital businesses worked. Now, policymakers better understand the power that tech platforms gained by offering free services, which users pay for with data, and how these affect markets and society.",https://www.nytimes.com/2020/12/10/business/dealbook/tech-antitrust-policy-debate.html
2020-12-10,The New York Times,Biden’s pick for surgeon general had a crucial role in the N.C.A.A.’s pandemic response.,"President-elect Joseph R. Biden Jr.’s choice for surgeon general, Dr. Vivek H. Murthy, had a central role in the National Collegiate Athletic Association’s decision in March to cancel this year’s national basketball tournaments — one of the earliest and most culturally significant signs that the virus would upend ordinary life in America.",https://www.nytimes.com/2020/12/10/us/bidens-pick-for-surgeon-general-had-a-crucial-role-in-the-ncaas-pandemic-response.html
2020-12-10,The New York Times,"‘Star Wars,’ ‘Pinocchio’ and More as Disney Leans Sharply Into Streaming","LOS ANGELES — In February, Robert A. Iger stepped down as Disney’s chief executive and became executive chairman, saying he would decamp entirely in 2021. But he saw himself as having one final task. “I want to make sure that our creative pipelines are vibrant,” Mr. Iger said in an interview at the time. “That is very, very important, especially as we roll out Disney+ around the world.”",https://www.nytimes.com/2020/12/10/business/media/disney-star-wars.html
2020-12-10,The New York Times,"Airbnb prices I.P.O. at $68 a share, for a $47 billion valuation.","Airbnb priced its initial public offering on Wednesday at $68 a share, selling 51.5 million shares for $3.5 billion and valuing the home rental company at $47 billion. It is the largest I.P.O. of the year.It was a far higher price than the company had originally set, indicating investor demand for the stock. Airbnb had initially put its price range at $44 to $50 a share, and on Monday it had raised that to $56 to $60 each.",https://www.nytimes.com/2020/12/09/business/airbnb-ipo-price.html
2020-12-10,The New York Times,Holidays in a pandemic? Here’s what happened in 1918.,"The influenza pandemic of 1918-19, in which millions of Americans were sickened and 675,000 died, seemed to roll across the United States in waves, much like the coronavirus today. The winter holidays in 1918 were marked by grievous loss, and came during a relative lull after the deadliest wave, in the fall. Another, smaller surge would peak shortly after New Year’s Day.",https://www.nytimes.com/2020/12/10/world/holidays-in-a-pandemic-heres-what-happened-in-1918.html
2020-12-10,The New York Times,"Cases Surge in South Korea, but Covid Vaccine Is Months Away","SEOUL, South Korea — For most of the year, South Korea has kept its coronavirus numbers so low it was the envy of the world. Now, the country is grappling with the most elusive wave of infections it has seen, just as other nations prepare to roll out vaccinations.",https://www.nytimes.com/2020/12/10/world/asia/south-korea-covid-vaccine-surge.html
2020-12-10,The New York Times,E.U.’s Top Drug Regulator Says It’s ‘Fully Functional’ After Cyberattack,"The European Union’s top drug regulator, whose approval is necessary for countries of the bloc to begin rolling out the coronavirus vaccine, has begun an investigation after it was hit by a cyberattack, the head of the agency said on Thursday.",https://www.nytimes.com/2020/12/10/world/europe/cyberattack-coronavirus-europe.html
2020-12-10,The New York Times,Watch live: Steven Mnuchin testifies about management of stimulus funds.,"Steven Mnuchin, the Treasury secretary, is testifying on Thursday before the Congressional Oversight Commission, a bipartisan panel tasked with overseeing how pandemic aid is distributed, about his management of stimulus funds.",https://www.nytimes.com/2020/12/10/business/watch-live-steven-mnuchin-testifies-about-management-of-stimulus-funds.html
2020-12-10,The New York Times,States Try to Rescue Small Businesses as U.S. Aid Is Snarled,"With the economic recovery faltering and federal aid stalled in Washington, state governments are stepping in to try to help small businesses survive the pandemic winter.",https://www.nytimes.com/2020/12/10/business/economy/states-small-businesses.html
2020-12-10,The New York Times,"Airbnb Tops $100 Billion on First Day of Trading, Reviving Talk of a Bubble","SAN FRANCISCO — Over the last decade, Airbnb has upended the travel industry, riled regulators, frustrated local communities and created a mini-economy of short-term rental operators, all while spinning a warm narrative of belonging and connection.",https://www.nytimes.com/2020/12/10/technology/airbnb-tops-100-billion-on-first-day-of-trading-reviving-talk-of-a-bubble.html
2020-12-10,The New York Times,Executed Nigerian Farmers Were Caught Between Boko Haram and the Army,"ZABARMARI, Nigeria — For years, the farmers had an agreement with Boko Haram militants: They could tend their fields in peace, as long as they did not report the fighters’ presence to the Nigerian Army.",https://www.nytimes.com/2020/12/10/world/africa/nigeria-boko-haram.html
2020-12-10,The New York Times,Lebanon Prime Minister Charged With Negligence in Beirut Blast,"BEIRUT, Lebanon — The Lebanese judge investigating the massive explosion in the port of Beirut has charged the acting prime minister, Hassan Diab, and three former ministers with negligence in the August blast that killed nearly 200 people, the state-run National News Agency reported on Thursday.",https://www.nytimes.com/2020/12/10/world/middleeast/beirut-explosion-charges.html
2020-12-10,The New York Times,‘Is Exxon a Survivor?’ The Oil Giant Is at a Crossroads.,"HOUSTON — Over the last 135 years, Exxon Mobil has survived hostile governments, ill-fated investments and the catastrophic Exxon Valdez oil spill. Through it all, the oil company made bundles of money.",https://www.nytimes.com/2020/12/10/business/energy-environment/exxon-mobil-pandemic-energy-transition.html
2020-12-10,The New York Times,Morocco joins a list of Arab nations to begin normalizing relations with Israel.,"Morocco has agreed to begin normalizing relations with Israel, becoming the fourth Arab state this fall to do so, the White House announced on Thursday.",https://www.nytimes.com/2020/12/10/us/morocco-joins-a-list-of-arab-nations-to-begin-normalizing-relations-with-israel.html
2020-12-10,The New York Times,Has Your Budget Changed During the Pandemic?,"The coronavirus pandemic has touched all aspects of our lives, including our finances.",https://www.nytimes.com/2020/12/10/reader-center/pandemic-personal-budget.html
2020-12-10,The New York Times,European Central Bank Steps Up Its Stimulus as the Economy Contracts,"FRANKFURT — The European Central Bank delivered another dose of stimulus to the eurozone economy on Thursday, warning that the economic crisis caused by the pandemic is likely to linger well into 2022 despite the rollout of new vaccines.",https://www.nytimes.com/2020/12/10/business/european-central-bank-stimulus-coronavirus.html
2020-12-10,The New York Times,E.U. Reaches Deal on Major Budget and Stimulus Package,"BRUSSELS — European Union leaders reached a landmark budget agreement Thursday after weeks of fraught negotiations, unblocking $2.2 trillion in funds crucial to some of the bloc’s weakest economies that have been decimated by the coronavirus pandemic.",https://www.nytimes.com/2020/12/10/world/europe/eu-deal-poland-hungary.html
2020-12-10,The New York Times,It’s Australia’s First Big Blaze of the Fire Season. How Bad Will the Summer Get?,"SYDNEY, Australia — The first major blaze of Australia’s wildfire season has now blackened roughly half of Fraser Island, an idyllic getaway north of Brisbane renowned for its golden beaches and lush biodiversity.",https://www.nytimes.com/2020/12/10/world/australia/fires-fraser-island.html
2020-12-10,The New York Times,"Unemployment Claims Jump, Casting New Shadow Over U.S. Economy","When coronavirus cases began rising across the country this fall, economists sounded a warning: Without government aid, layoffs were sure to follow.",https://www.nytimes.com/2020/12/10/business/economy/unemployment-claims.html
2020-12-10,The New York Times,"A man whose positive test forced a cruise ship to return early is actually negative, Singaporean officials say.","An 83-year-old passenger who initially tested positive for the coronavirus on a “cruise to nowhere” from Singapore this week, forcing thousands of passengers and crew members to return to port a day early, did not have the virus after all, officials said on Thursday.",https://www.nytimes.com/2020/12/10/world/a-man-whose-positive-test-forced-a-cruise-ship-to-return-early-is-actually-negative-singaporean-officials-say.html
2020-12-10,The New York Times,How a Long Insurgency Plays Into Trump’s Move on Morocco,"President Trump’s decision to endorse Moroccan control of Western Sahara puts the United States once again at odds with world opinion, as it takes sides for the first time in a decades-long struggle at a moment when that conflict threatens to return to open warfare.",https://www.nytimes.com/2020/12/10/world/africa/morocco-western-sahara-conflict-explained.html
2020-12-10,The New York Times,Bloomberg’s gun control group calls for a raft of executive actions from Biden.,"Everytown for Gun Safety, the gun control organization backed by former Mayor Michael R. Bloomberg of New York, called on the Biden administration on Thursday to swiftly enact executive orders that would regulate the tracking of homemade firearms, require background checks for virtually all gun sales and mandate dealers notify the F.B.I. when they complete gun sales before completing a background check.",https://www.nytimes.com/2020/12/10/us/bloombergs-gun-control-group-calls-for-a-raft-of-executive-actions-from-biden.html
2020-12-10,The New York Times,Biden clashes with liberals over student loan cancellation.,"President-elect Joseph R. Biden Jr. is facing pressure from congressional Democrats to cancel student loan debt on a vast scale, quickly and by executive action, a campaign that will be one of the first tests of his relationship with the liberal wing of his party.",https://www.nytimes.com/2020/12/10/us/biden-clashes-with-liberals-over-student-loan-cancellation.html
2020-12-10,The New York Times,Mastercard and Visa stop allowing their cards to be used on Pornhub.,"Mastercard and Visa said they had prohibited the use of their cards on the adult website Pornhub, after the New York Times columnist Nicholas Kristof reported that the platform included videos of child abuse and rape.",https://www.nytimes.com/2020/12/10/business/visa-mastercard-block-pornhub.html
2020-12-10,The New York Times,Biden puts a premium on personal relationships in his cabinet picks.,"President-elect Joseph R. Biden Jr. has worked with the former aide he wants to be secretary of state since their time at the Senate Foreign Relations Committee in the 1990s. His nominee for agriculture secretary endorsed his first presidential bid more than 30 years ago. And he knows his choice for Pentagon chief from the retired general’s time in Iraq, where Mr. Biden’s son Beau, a military lawyer, also served on the general’s staff.",https://www.nytimes.com/2020/12/10/us/biden-puts-a-premium-on-personal-relationships-in-his-cabinet-picks.html
2020-12-10,The New York Times,"For Germans, Christmas markets are a beloved fixture. Maybe next year.","No groups of friends gripping mugs of steaming red wine spiced with cinnamon and cloves crowding Rothenburg’s medieval market square, or beneath Cologne’s towering cathedral. No brass brands playing carols before Berlin’s Charlottenburg Palace. No stars shining from the eaves of Seiffen’s wooden huts.",https://www.nytimes.com/2020/12/10/world/for-germans-christmas-markets-are-a-beloved-fixture-maybe-next-year.html
2020-12-10,The New York Times,U.S. corporations say they’ll hire one million Black workers in the next decade.,"Jarred by the death of George Floyd and the issues of racial injustice raised in its wake, the chief executives of three dozen companies are starting an initiative to provide a million jobs for Black workers in the next decade.",https://www.nytimes.com/2020/12/10/business/us-corporations-say-theyll-hire-one-million-black-workers-in-the-next-decade.html
2020-12-10,The New York Times,‘It’s Hard to Prove’: Why Antitrust Suits Against Facebook Face Hurdles,"SAN FRANCISCO — When the Federal Trade Commission and more than 40 states sued Facebook on Wednesday for illegally killing competition and demanded that the company be split apart, lawmakers and public interest groups applauded.",https://www.nytimes.com/2020/12/10/technology/facebook-antitrust-suits-hurdles.html
2020-12-10,The New York Times,"Time Running Out for Brexit Deal, ​E.U. Seeks to Avoid Jan. 1 Chaos","BRUSSELS — With little progress in negotiations with Britain over its future relationship with the European Union, the European Commission published some contingency measures on Thursday to help prepare for a possible no-deal Brexit.",https://www.nytimes.com/2020/12/10/world/europe/eu-contingency-plans-brexit.html
2020-12-10,The New York Times,Italy Charges Egyptian Security Agents in Student’s Killing,Italy announced on Thursday that four officials with the Egyptian National Security Agency had been charged in connection with the abduction and murder of an Italian doctoral student in Cairo in 2016.,https://www.nytimes.com/2020/12/10/world/europe/italy-egypt-giulio-regeni.html
